,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
12,30,30,30,30,RACESURV9_W43,"{1.0: 'Always with people who are the same race as you', 2.0: 'Mostly with people who are the same race as you', 3.0: 'Mostly with people who are not the same race as you', 4.0: 'Always with people who are not the same race as you', 5.0: 'Both about equally', 99.0: 'Refused'}","When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
13,34,34,34,34,RACESURV13_W43,"{1.0: 'Very likely', 2.0: 'Somewhat likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}","How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
14,36,36,36,36,RACESURV14_W43,"{1.0: 'Made progress toward improving race relations', 2.0: 'Tried but failed to make progress toward improving race relations', 3.0: 'Not addressed race relations', 4.0: 'Made race relations worse', 99.0: 'Refused'}",Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
15,37,37,37,37,RACESURV15a_W43,"{1.0: 'More common', 2.0: 'Less common', 3.0: 'About as common', 99.0: 'Refused'}","Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
16,38,38,38,38,RACESURV15b_W43,"{1.0: 'More acceptable', 2.0: 'Less acceptable', 3.0: 'About as acceptable', 99.0: 'Refused'}","Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
17,40,40,40,40,RACESURV17_W43,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
18,42,42,42,42,RACESURV18b_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
19,46,46,46,46,RACESURV18f_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
20,47,47,47,47,RACESURV19a_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W43
21,49,49,49,49,RACESURV19c_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W43
22,51,51,51,51,RACESURV19e_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W43
23,54,54,54,54,RACESURV21_W43,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Rarely', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
24,59,59,59,59,RACESURV27_W43,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
25,60,60,60,60,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
26,61,61,61,61,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
27,62,62,62,62,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
28,63,63,63,63,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
29,64,64,64,64,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
30,65,65,65,65,RACESURV28a_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
31,66,66,66,66,RACESURV28b_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in stores or restaurants situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
32,67,67,67,67,RACESURV28c_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when applying for a loan or mortgage situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
33,68,68,68,68,RACESURV28d_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in dealing with the police situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
34,69,69,69,69,RACESURV28e_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in by the criminal justice system situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
35,70,70,70,70,RACESURV28f_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when voting in elections situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
36,71,71,71,71,RACESURV28g_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when seeking medical treatment situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
37,75,75,75,75,RACESURV29d_W43,"{1.0: 'A lot of interaction', 2.0: 'Some interaction', 3.0: 'Not much interaction', 4.0: 'No interaction at all', 99.0: 'Refused'}","In your daily life, how much interaction, if any, would you say you have with people who are asian","['A lot of interaction', 'Some interaction', 'Not much interaction', 'No interaction at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
38,76,76,76,76,RACESURV34a_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
39,77,77,77,77,RACESURV34b_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
40,78,78,78,78,RACESURV34c_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has your family's financial situation when you were growing up helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
41,79,79,79,79,RACESURV34d_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has how hard you've worked helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
42,80,80,80,80,RACESURV34e_W43,"{1.0: 'Helped a lot', 2.0: 'Helped a little', 3.0: 'Hurt a little', 4.0: 'Hurt a lot', 5.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, how much has the people you know helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
43,91,91,91,91,RACESURV38_W43,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Rarely', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
44,92,92,92,92,RACESURV40_W43,"{1.0: 'All or most', 2.0: 'Some', 3.0: 'Only a few', 4.0: 'None', 5.0: 'Not sure', 99.0: 'Refused'}",How many white people in our country do you think are prejudiced against black people?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
45,93,93,93,93,RACESURV41_W43,"{1.0: 'All or most', 2.0: 'Some', 3.0: 'Only a few', 4.0: 'None', 5.0: 'Not sure', 99.0: 'Refused'}",How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
46,95,95,95,95,RACESURV45_W43,"{1.0: 'All or most', 2.0: 'Some', 3.0: 'Only a few', 4.0: 'None', 5.0: 'Not sure', 99.0: 'Refused'}",How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
47,96,96,96,96,RACESURV47a_W43,"{1.0: 'Always acceptable', 2.0: 'Sometimes acceptable', 3.0: 'Rarely acceptable', 4.0: 'Never acceptable', 5.0: 'Not sure', 99.0: 'Refused'}","For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
48,97,97,97,97,RACESURV47b_W43,"{1.0: 'Always acceptable', 2.0: 'Sometimes acceptable', 3.0: 'Rarely acceptable', 4.0: 'Never acceptable', 5.0: 'Not sure', 99.0: 'Refused'}","For each, please indicate if you, personally, think it is acceptable. A black person using the n-word","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
49,99,99,99,99,RACESURV47d_W43,"{1.0: 'Always acceptable', 2.0: 'Sometimes acceptable', 3.0: 'Rarely acceptable', 4.0: 'Never acceptable', 5.0: 'Not sure', 99.0: 'Refused'}","For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
50,100,100,100,100,RACESURV47e_W43,"{1.0: 'Always acceptable', 2.0: 'Sometimes acceptable', 3.0: 'Rarely acceptable', 4.0: 'Never acceptable', 5.0: 'Not sure', 99.0: 'Refused'}","For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
51,101,101,101,101,RACESURV47f_W43,"{1.0: 'Always acceptable', 2.0: 'Sometimes acceptable', 3.0: 'Rarely acceptable', 4.0: 'Never acceptable', 5.0: 'Not sure', 99.0: 'Refused'}","For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
52,102,102,102,102,RACESURV48_W43,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
53,105,105,105,105,RACESURV51_W43,"{1.0: 'More racially mixed', 2.0: 'Less racially mixed', 3.0: 'About as racially mixed as it is', 99.0: 'Refused'}","Thinking about the community where you live, do you wish your community was","['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
54,106,106,106,106,RACESURV52_W43,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, would it bother you to hear people speak a language other than English in a public place?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
0,0,0,0,0,NEWS_PLATFORMg_W45,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}","Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
1,2,2,2,2,NEWSPREFV2_W45,"{1.0: 'A print newspaper', 2.0: 'Radio', 3.0: 'Television', 4.0: 'A social media site (such as Facebook, Twitter or Snapchat)', 5.0: 'A news website or app', 99.0: 'Refused'}",Which of the following would you say you prefer for getting news?,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']","[1, 1, 1, 1, 1]",Pew_American_Trends_Panel_W45
2,35,35,35,35,INFOCREATEa_W45,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'None', 99.0: 'Refused'}",How much made-up news and information do you think is created by journalists,"['A lot', 'Some', 'Not much', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
3,40,40,40,40,MADEUPOFT_W45,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Hardly ever', 4.0: 'Never', 99.0: 'Refused'}",How often do you come across made-up news and information that is intended to mislead the public?,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
4,43,43,43,43,MADEUPSHAREWHY_W45,"{1.0: 'I thought it was surprising or entertaining', 2.0: 'I liked what it said', 3.0: 'I wanted to create a discussion about it', 4.0: 'I wanted to tell others it was inaccurate', 99.0: 'Refused'}",What is the main reason why you shared news and information that you knew at the time was made-up?,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']","[1, 1, 1, 1]",Pew_American_Trends_Panel_W45
5,45,45,45,45,MADEUPTOPICb_W45,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'None', 99.0: 'Refused'}",How much made-up news and information do you think is created about entertainment and celebrities topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
6,46,46,46,46,MADEUPTOPICc_W45,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'None', 99.0: 'Refused'}",How much made-up news and information do you think is created about science and technology topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
7,47,47,47,47,MADEUPTOPICd_W45,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'None', 99.0: 'Refused'}",How much made-up news and information do you think is created about Health and medicine topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
8,66,66,66,66,SMLIKESb_W45,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W45
9,70,70,70,70,SMLIKESf_W45,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}",How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W45
10,80,80,80,80,NEWSPROBd_W45,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}",How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
11,81,81,81,81,NEWSPROBe_W45,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}",How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
12,84,84,84,84,INFOCHALa_W45,"{1.0: 'A very big challenge', 2.0: 'A moderately big challenge', 3.0: 'A small challenge', 4.0: 'Not a challenge at all', 99.0: 'Refused'}",How much of a challenge do you think political divides are in addressing made-up news and information?,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
0,10,10,10,10,HOMEASSIST2_W49,"{1.0: 'Very concerned', 2.0: 'Somewhat concerned', 3.0: 'Not too concerned', 4.0: 'Not concerned at all', 99.0: 'Refused'}","How concerned are you, if at all, about how much data your smart speaker collects about you?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
1,11,11,11,11,HOMEASSIST3_W49,"{1.0: 'Yes, frequently', 2.0: 'Yes, on occasion', 3.0: 'No', 99.0: 'Refused'}","Do you ever say ""please"" when speaking to your smart speaker?","['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W49
2,12,12,12,12,HOMEASSIST4_W49,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not important at all', 99.0: 'Refused'}",How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
3,19,19,19,19,TRACKCO1a_W49,"{1.0: 'All or almost all of it', 2.0: 'Most of it', 3.0: 'Some of it', 4.0: 'Very little of it', 5.0: 'None of it', 99.0: 'Refused'}","As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W49
4,20,20,20,20,TRACKCO1b_W49,"{1.0: 'All or almost all of it', 2.0: 'Most of it', 3.0: 'Some of it', 4.0: 'Very little of it', 5.0: 'None of it', 99.0: 'Refused'}","As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W49
5,21,21,21,21,CONCERNCO_W49,"{1.0: 'Very concerned', 2.0: 'Somewhat concerned', 3.0: 'Not too concerned', 4.0: 'Not at all concerned', 99.0: 'Refused'}","How concerned are you, if at all, about how companies are using the data they collect about you?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
6,23,23,23,23,CONTROLCO_W49,"{1.0: 'A great deal of control', 2.0: 'Some control', 3.0: 'Very little control', 4.0: 'No control', 99.0: 'Refused'}",How much control do you think you have over the data that companies collect about you?,"['A great deal of control', 'Some control', 'Very little control', 'No control', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
7,27,27,27,27,TRACKGOV1a_W49,"{1.0: 'All or almost all of it', 2.0: 'Most of it', 3.0: 'Some of it', 4.0: 'Very little of it', 5.0: 'None of it', 99.0: 'Refused'}","As far as you know, how much of what you do online or on your cellphone is being tracked by the government?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W49
8,28,28,28,28,TRACKGOV1b_W49,"{1.0: 'All or almost all of it', 2.0: 'Most of it', 3.0: 'Some of it', 4.0: 'Very little of it', 5.0: 'None of it', 99.0: 'Refused'}","As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W49
9,30,30,30,30,BENEFITGOV_W49,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Very little', 4.0: 'None', 99.0: 'Refused'}",How much do you feel you personally benefit from the data the government collects about you?,"['A great deal', 'Some', 'Very little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
10,35,35,35,35,CONCERNGRPa_W49,"{1.0: 'Concerned a lot', 2.0: 'Concerned a little', 3.0: 'Not concerned', 99.0: 'Refused'}","How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?","['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W49
